customer_id,signup_date,age,city,country,email,total_orders,lifetime_value,churn_risk
C00673,2023-05-09,59,New Michaelberg,India,misty22@example.com,4,877.43,low
C00674,2023-11-17,38,Marcusstad,UK,ywaters@example.net,9,2186.21,medium
C00675,2025-05-29,19,Myersport,UAE,jessica56@example.org,29,3827.93,high
C00676,2025-07-13,20,South Joshua,US,jamesmartinez@example.org,9,1987.1,high
C00677,2025-12-27,49,South Glen,India,ypayne@example.org,19,3477.18,high
C00678,2023-07-26,47,Kellerfort,India,thomas76@example.com,23,6078.18,high
C00679,2025-11-14,51,South Stephenville,India,dlee@example.net,36,5448.01,medium
C00680,2023-10-08,18,Lake Matthewville,UAE,jlane@example.com,35,5831.3,high
C00681,2024-08-28,57,New Craig,India,collinssharon@example.net,12,2874.29,low
C00682,2025-04-02,60,Joelton,UK,ashley10@example.net,21,5274.01,low
C00683,2025-12-02,67,West Andreaburgh,UK,jennifer52@example.net,34,2434.93,medium
C00684,2026-02-18,38,New Rickey,India,jenningsadam@example.org,21,1175.77,high
C00685,2025-12-03,,New Jeanshire,India,vscott@example.com,5,391.16,low
C00686,2023-09-30,30,Williamburgh,India,pwelch@example.net,13,501.68,high
C00687,2025-09-10,51,West Samanthaview,UK,uelliott@example.com,25,5483.87,medium
C00688,2023-05-08,56,West Cassandra,UAE,julie46@example.org,4,196.54,low
C00689,2023-09-30,23,South Leah,US,spalmer@example.org,42,10343.57,low
C00690,2023-09-27,44,Lake Jose,India,smithpeter@example.org,24,5866.74,low
C00691,2024-08-02,20,Wolfeville,UAE,emily72@example.org,40,1960.19,medium
C00692,2023-08-10,51,Port Justinport,India,jessicamoyer@example.com,5,286.65,low
C00693,2025-12-10,30,Smithland,UK,james83@example.net,35,7257.48,high
C00694,2023-06-11,53,Paulton,UAE,omckenzie@example.org,41,7408.63,high
C00695,2024-02-23,54,Lake John,India,hoodanthony@example.com,7,1484.79,high
C00696,2025-05-02,24,Smithmouth,India,halltiffany@example.net,43,10490.48,high
C00697,2024-05-04,60,Davidport,India,robert70@example.net,26,4527.98,high
C00698,2024-10-20,38,Port Jamesfurt,UK,lindsey84@example.net,29,8633.16,medium
C00699,2023-07-30,58,East Justin,US,geraldknight@example.org,24,6073.48,medium
C00700,2023-08-21,52,Chrisstad,India,michael45@example.org,39,5119.41,high
C00701,2024-05-19,46,West Danielle,US,brianna28@example.org,48,13879.32,low
C00702,2023-12-17,,South Billy,India,michael08@example.com,47,8970.23,high
C00703,2026-01-30,37,Amandaville,India,crystalchen@example.org,9,999.81,low
C00704,2023-10-18,19,Michaelland,UAE,bduke@example.net,14,3528.44,high
C00705,2024-07-10,54,Haleychester,India,suzannecrawford@example.com,33,1830.1,medium
C00706,2023-04-25,34,Wadefort,India,yburton@example.com,23,6214.57,low
C00707,2026-01-19,37,Karaside,India,luismyers@example.net,15,2760.47,high
C00708,2025-01-24,64,Mitchellbury,India,braunshawna@example.com,14,3417.18,low
C00709,2025-03-13,62,Shannonhaven,UAE,bethramirez@example.net,32,5938.65,low
C00710,2024-07-30,20,Port Lisa,UAE,sierraelliott@example.com,39,9681.83,medium
C00711,2023-05-07,67,South Dwayne,India,jtran@example.org,6,743.65,medium
C00712,2023-11-11,25,Baileychester,India,branchtrevor@example.org,27,6260.58,high
C00713,2025-11-03,58,East Johnhaven,US,sharon46@example.net,1,44.61,high
C00714,2025-12-19,54,Port Jeremyfurt,India,richard07@example.org,3,354.73,high
C00715,2024-08-29,61,Millertown,UAE,glara@example.com,15,4489.34,medium
C00716,2025-06-02,50,Torresbury,India,anthonygarcia@example.com,49,4408.19,medium
C00717,2023-09-05,39,Lake Annburgh,India,destiny63@example.com,26,4120.5,high
C00718,2025-12-07,34,Lake Devin,India,kristen60@example.org,4,550.41,medium
C00719,2025-06-24,66,Kimmouth,India,stevenkrueger@example.com,50,7992.45,low
C00720,2024-03-23,54,North Lisa,India,tamaracurry@example.com,32,5808.49,high
C00721,2025-11-19,22,Medinastad,India,fletcherbrenda@example.com,34,8150.77,medium
C00722,2023-11-23,23,Danielleshire,India,zburton@example.net,44,9300.36,medium
C00723,2024-12-10,38,Jessicaton,India,kimberlycardenas@example.com,24,4568.32,low
C00724,2023-10-14,40,Lake David,UK,erinmiller@example.com,50,12591.38,medium
C00725,2025-02-20,20,Karlfurt,India,maria65@example.org,40,3356.6,medium
C00726,2024-07-30,23,Johnburgh,India,bmiller@example.org,10,2296.87,low
C00727,2023-04-24,70,South William,India,sarah34@example.com,40,1348.32,high
C00728,2024-03-20,48,Aaronport,India,zcrawford@example.org,8,956.85,high
C00729,2025-08-08,52,Glennland,UK,tatecathy@example.net,35,8140.86,high
C00730,2024-03-23,27,Tannerfort,UAE,bernardobrien@example.com,31,6778.58,low
C00731,2025-08-29,60,Lauraberg,UK,calvinspencer@example.net,25,1043.5,low
C00732,2023-07-21,68,Jessicahaven,UAE,christopher28@example.com,4,787.4,low
C00733,2024-12-11,18,New Adamberg,India,kjohnston@example.org,30,4048.03,medium
C00734,2025-10-26,60,Katherineport,India,ywoodard@example.net,43,11324.32,low
C00735,2023-05-16,59,East Shannon,US,gonzalezshawn@example.net,19,1755.9,medium
C00736,2024-04-01,24,Ericaborough,India,rgonzales@example.org,33,5308.34,high
C00737,2025-04-28,30,Taylorside,UK,thomasjoan@example.org,35,10186.18,high
C00738,2025-07-13,,Andreachester,India,connie46@example.com,46,12834.59,medium
C00739,2025-07-18,65,New Laurenhaven,India,johnkeller@example.org,22,769.13,high
C00740,2025-07-08,37,Nataliefurt,India,cperez@example.net,23,6875.13,high
C00741,2025-08-24,58,Linberg,India,craigclark@example.org,18,4810.37,low
C00742,2024-02-03,32,West Stevenbury,India,jessica36@example.com,36,4402.16,medium
C00743,2023-05-10,64,West Margaretport,US,robinsonabigail@example.com,43,7335.53,high
C00744,2025-06-27,61,South Johnfort,India,thomas91@example.net,40,5707.2,high
C00745,2025-09-13,37,Lake Ashley,UK,davidwilliamson@example.com,10,1189.07,high
C00746,2024-11-05,26,East Geraldside,UK,mhuffman@example.net,9,1585.49,low
C00747,2026-03-28,63,North David,UK,jamesross@example.org,9,2480.24,medium
C00748,2024-07-13,54,Lake Ricky,India,guzmancarl@example.org,50,5786.2,high
C00749,2025-10-12,25,South Robert,India,bairdamanda@example.org,35,4051.3,low
C00750,2023-07-23,,Kaylachester,India,john77@example.com,47,12578.87,medium
C00751,2026-01-21,65,Billyhaven,UAE,kmcknight@example.org,27,7613.39,medium
C00752,2023-05-05,24,Lake Logan,India,sandra70@example.com,10,798.82,high
C00753,2024-05-20,54,North Johntown,UK,daniellewheeler@example.org,40,3693.84,low
C00754,2026-01-31,40,Maryton,India,jfrancis@example.net,15,3236.97,medium
C00755,2025-07-19,56,Gillchester,US,amandatanner@example.net,9,2000.21,medium
C00756,2025-10-13,49,East Tiffany,US,tsweeney@example.com,12,805.54,low
C00757,2024-06-23,,Phillipport,India,lambbilly@example.org,15,4198.01,medium
C00758,2024-07-26,30,North David,India,huntnorman@example.org,15,717.85,medium
C00759,2026-04-12,38,Stacyfurt,US,amanda84@example.org,40,10785.94,medium
C00760,2024-10-05,56,Lopezstad,UAE,qlandry@example.net,26,6566.79,high
C00761,2024-06-12,65,Jonesview,UK,mhogan@example.net,21,3996.88,high
C00762,2023-06-12,68,New Anthonystad,India,oschaefer@example.com,42,7164.16,medium
C00763,2025-01-10,20,Lopeztown,India,wnoble@example.org,30,5101.49,medium
C00764,2025-05-20,,West Howardshire,US,hectorwilson@example.org,48,8129.0,high
C00765,2024-05-06,46,Port Nathaniel,US,brittanyavila@example.net,4,1075.15,medium
C00766,2025-08-30,36,Bethfort,UK,jason75@example.com,30,8344.17,high
C00767,2025-03-05,47,North Rachelview,UAE,nsantana@example.org,34,5166.59,high
C00768,2024-01-26,67,North Tammy,UK,yschneider@example.net,33,9346.18,high
C00769,2024-12-10,44,Amyside,India,amy92@example.org,35,5310.87,low
C00770,2024-06-17,63,New Kimberly,India,roberthuerta@example.org,30,8048.64,low
C00771,2023-07-19,59,Davisside,UAE,burnslisa@example.com,17,4165.87,high
C00772,2023-11-29,25,Bonnieport,UAE,gillryan@example.net,47,7112.87,medium
C00773,2026-01-30,42,Janetport,UAE,nmontgomery@example.net,6,1461.53,high
C00774,2026-02-20,42,Port Franktown,UK,matthew35@example.org,40,5310.56,low
C00775,2024-09-19,60,South George,India,ssnyder@example.org,22,1623.02,low
C00776,2024-12-18,21,New Debraview,US,scottgrimes@example.org,12,1358.12,high
C00777,2024-01-07,36,Ericfort,UAE,jacqueline92@example.org,50,3939.4,low
C00778,2025-09-18,,New Justin,India,barbara51@example.net,13,432.85,medium
C00779,2024-08-15,18,Amandamouth,UK,rodrigueztracey@example.net,32,8586.55,low
C00780,2025-03-11,48,North Katherinechester,US,deborah10@example.org,14,1970.37,low
C00781,2024-03-23,33,Port Mariahland,UK,williamsbrad@example.net,39,4098.53,high
C00782,2024-09-21,31,Lake Nathaniel,India,burtonhoward@example.com,36,2876.64,low
C00783,2024-02-27,27,South Michael,India,wblack@example.com,42,8823.74,high
C00784,2024-11-10,23,Mathewshire,India,alexanderalexander@example.org,20,1187.99,low
C00785,2025-09-20,57,Manuelbury,UAE,rosshaley@example.net,11,2383.8,high
C00786,2026-02-27,29,Watsonton,US,ashley35@example.org,37,8595.85,medium
C00787,2024-10-30,37,West Jason,India,paigeallen@example.org,3,388.54,medium
C00788,2025-10-16,53,Liuberg,India,jerryburton@example.org,5,545.32,low
C00789,2023-08-30,35,Justinhaven,India,gomezmark@example.com,8,1378.43,high
C00790,2025-11-10,57,New Christine,India,vcastaneda@example.net,14,833.16,high
C00791,2024-02-08,23,Jaredside,US,darrell73@example.net,41,9245.5,high
C00792,2025-11-22,56,East Danielburgh,India,raybrandon@example.net,46,4604.98,high
C00793,2025-01-12,26,West Jeffreyside,UK,serranotammy@example.org,40,7276.45,high
C00794,2024-12-07,49,Greenmouth,India,crystal45@example.com,47,12623.69,low
C00795,2023-10-10,30,Perrymouth,India,wramos@example.net,46,2848.13,medium
C00796,2025-07-06,65,Carterfurt,India,tylerphillips@example.org,41,10081.18,medium
C00797,2024-05-10,,Port John,India,conniereynolds@example.com,27,4895.43,high
C00798,2025-05-30,,Robertside,India,brian43@example.net,14,3028.26,medium
C00799,2023-05-25,50,Carterstad,UK,mstein@example.net,5,587.3,low
C00800,2025-01-20,39,Port Tiffanyland,US,elizabethsherman@example.org,8,1804.7,high
C00801,2026-02-03,30,Lake Amanda,India,aimeeruiz@example.com,2,510.27,high
C00802,2025-06-12,69,Heatherstad,India,susansimmons@example.net,31,6334.11,medium
C00803,2025-10-17,52,Port Charles,India,kimzachary@example.org,10,1548.67,medium
C00804,2025-11-20,51,Alexport,India,mary22@example.com,48,8761.66,high
C00805,2025-09-18,19,New Lindseyborough,India,gene62@example.net,21,3903.84,medium
C00806,2026-02-07,27,West Dennisfurt,India,jonatkinson@example.com,23,5910.99,medium
C00807,2026-02-26,28,West Rickyfort,UK,megan40@example.net,25,4838.4,low
C00808,2023-05-29,68,Seanton,India,benjaminmckay@example.org,39,8596.45,medium
C00809,2025-07-25,,North Daniel,US,jennifermiller@example.com,46,2458.03,low
C00810,2025-07-07,37,Kellyfort,India,jonathanlewis@example.com,24,4122.65,low
C00811,2025-11-10,20,West Aaronmouth,India,ubailey@example.com,8,2212.84,medium
C00812,2023-04-21,,Rangelfort,US,fmeyer@example.com,33,9053.16,low
C00813,2025-10-26,48,Gentryview,UAE,rmorris@example.org,13,3457.32,medium
C00814,2023-11-20,67,Cherylburgh,India,julie89@example.com,50,12598.87,high
C00815,2023-05-02,31,New Jennifer,UAE,graymichael@example.net,44,1754.24,medium
C00816,2025-11-18,25,Lake Michaelville,India,ryanwhite@example.com,46,5242.39,low
C00817,2023-04-17,23,New Christina,India,mlopez@example.net,44,6866.49,low
C00818,2024-11-02,60,Paulburgh,UAE,thomastheresa@example.net,7,800.59,high
C00819,2024-11-18,31,North Walter,India,pearsonkaitlyn@example.org,49,4123.35,medium
C00820,2023-09-25,67,Williamsberg,US,nford@example.org,18,3801.66,medium
C00821,2025-01-16,25,East Alexandra,India,donna74@example.net,10,2887.4,high
C00822,2024-10-07,52,North Stephenville,India,johnthompson@example.net,33,5884.85,medium
C00823,2026-03-07,69,Hopkinshaven,India,jill26@example.org,10,1850.02,low
C00824,2024-02-13,39,West Jennifer,UK,sandra06@example.org,5,748.92,low
C00825,2025-02-20,61,South Richard,India,vmcgee@example.net,2,117.2,low
C00826,2025-11-29,29,West Bradley,UAE,shannonwilliams@example.com,6,1145.72,high
C00827,2024-03-27,62,East Sarah,US,barberjennifer@example.net,41,8052.61,medium
C00828,2024-08-14,63,Bethanyhaven,UAE,john65@example.org,22,5467.24,low
C00829,2025-02-07,54,Seanland,India,angelajuarez@example.net,49,2699.28,high
C00830,2024-01-27,37,Lake Thomasfort,UAE,michael43@example.org,30,6119.79,medium
C00831,2025-11-06,32,Hernandezton,India,susan28@example.com,31,8137.38,high
C00832,2025-03-25,43,Caseybury,India,hfranklin@example.net,17,3721.23,high
C00833,2024-01-16,38,Craigfurt,US,phillipsvicki@example.com,22,3555.79,low
C00834,2025-11-11,48,Michelleberg,US,shane72@example.com,31,8009.06,medium
C00835,2026-02-07,54,Andrewmouth,India,martinlynn@example.com,50,8357.32,medium
C00836,2024-05-21,38,South Angela,UK,lopezlaurie@example.org,46,9446.19,medium
C00837,2023-05-16,55,New Eric,US,sharonrichardson@example.net,35,3304.54,low
C00838,2024-03-17,48,West Ericville,US,brownbruce@example.com,36,1722.1,low
C00839,2023-06-25,68,Christopherview,US,kmueller@example.net,45,8241.62,medium
C00840,2023-12-08,29,East Crystalbury,UAE,waltergonzalez@example.net,35,7377.77,high
C00841,2026-02-24,49,Hunterbury,India,michaelbowen@example.org,46,8734.67,medium
C00842,2023-12-03,70,South Kimberly,US,abutler@example.net,21,1628.91,medium
C00843,2024-08-18,61,Gregoryfort,UK,moranjose@example.org,5,1191.31,medium
C00844,2024-06-26,60,Fosterview,India,lgibson@example.net,21,1143.32,low
C00845,2023-09-18,58,Lake Sheila,India,donaldhuynh@example.org,38,8907.62,high
C00846,2023-12-08,36,South Wendystad,US,vanessa83@example.net,10,1962.04,medium
C00847,2023-04-26,38,West Steven,India,xthomas@example.net,13,2391.67,high
C00848,2023-06-26,45,Port Sandy,UAE,uwright@example.com,20,5905.93,medium
C00849,2024-10-03,57,North Danielhaven,UK,bradleyrandall@example.org,6,834.8,low
C00850,2023-05-21,53,New Jeffreyville,India,jordangeorge@example.com,19,574.33,high
C00851,2025-12-05,36,Romeroborough,India,heatherrogers@example.net,23,2150.85,high
C00852,2024-02-01,38,Powellberg,UAE,iharris@example.net,38,5067.42,medium
C00853,2023-06-15,60,Port Christopherville,India,april54@example.org,28,4430.03,low
C00854,2025-02-20,41,Mclaughlinfurt,US,ricky30@example.org,36,2579.48,high
C00855,2026-02-28,22,South Vanessaside,UAE,maldonadojasmine@example.net,9,308.17,high
C00856,2025-07-01,26,Port Christopherbury,India,brooke98@example.net,32,2145.58,medium
C00857,2023-10-01,62,Avilatown,UK,pamelaallen@example.com,30,8435.52,high
C00858,2024-10-31,45,Warnershire,UK,philiplowery@example.net,12,3017.03,medium
C00859,2024-01-30,45,Barnestown,UK,gharper@example.org,23,736.14,medium
C00860,2026-01-27,50,West Loretta,India,barryvanessa@example.com,47,6623.53,high
C00861,2024-01-12,20,Micheleburgh,UK,pmaynard@example.org,37,5937.85,medium
C00862,2025-11-17,62,Gardnertown,India,sarah84@example.org,8,546.91,high
C00863,2025-01-19,66,Lindsayton,India,deanna97@example.com,34,5288.12,low
C00864,2025-03-20,23,North Amy,India,jillian63@example.com,34,5357.11,high
C00865,2023-06-05,22,Billyton,UAE,amyjoyce@example.com,43,8647.11,high
C00866,2025-04-07,39,New Jasonland,UK,frederick32@example.net,20,4804.05,medium
C00867,2025-07-07,48,Andrewborough,UK,contrerasdawn@example.net,30,6843.9,medium
C00868,2024-07-13,69,South Jessica,India,hcarter@example.com,23,2485.98,low
C00869,2025-04-20,65,West Yvonneborough,India,gary29@example.org,45,10182.71,high
C00870,2025-09-23,48,Daniellechester,UK,jasonneal@example.org,17,1286.07,low
C00871,2025-07-02,69,Lisamouth,UAE,dhess@example.com,43,8538.32,medium
C00872,2024-03-01,50,Stevenside,India,spencecatherine@example.com,32,8316.49,medium
C00873,2026-04-14,35,Lake Ronnie,India,donnareyes@example.net,17,4447.57,low
C00874,2023-07-19,29,East Stephenborough,UK,knightmegan@example.com,48,11017.02,high
C00875,2023-12-04,29,Jeffreyland,India,thomasthomas@example.org,29,6997.19,low
C00876,2025-09-07,51,Hansenborough,India,susanrobinson@example.net,32,3922.21,low
C00877,2025-07-19,70,Joelchester,India,romeroralph@example.org,10,2561.56,medium
C00878,2023-06-10,60,Jenniferfort,US,garzalarry@example.net,50,11300.99,low
C00879,2023-09-09,40,Bryanbury,India,nrichardson@example.com,14,2847.75,low
C00880,2025-12-03,43,South Larrymouth,US,mkeller@example.org,4,445.48,high
C00881,2024-08-26,32,West Jonathan,US,jessicahuber@example.org,49,10512.84,medium
C00882,2025-11-01,51,Hendersonland,US,james63@example.com,31,1029.29,medium
C00883,2024-01-13,51,North Christophershire,UAE,nnguyen@example.org,25,7202.13,low
C00884,2025-07-24,45,Fryechester,UK,victoria47@example.net,35,9725.5,medium
C00885,2023-10-27,69,Munoztown,India,schmidtjulia@example.org,22,2176.74,high
C00886,2024-01-29,61,East Cameronbury,UAE,kristenball@example.com,26,2477.41,high
C00887,2026-04-14,51,North Rachel,India,hamiltonmarco@example.net,38,8093.39,low
C00888,2024-03-05,61,West Micheal,India,mary60@example.com,21,5345.68,low
C00889,2025-01-14,24,East Kristin,UAE,koneal@example.com,27,4060.92,low
C00890,2026-04-08,30,Tiffanytown,India,garybarber@example.net,47,1710.76,low
C00891,2024-06-22,60,North Michael,India,waltonjackson@example.net,4,1146.53,high
C00892,2025-05-03,25,Erinfort,India,palmerjohn@example.org,8,2089.91,low
C00893,2023-10-01,59,Tamishire,UK,taramann@example.net,25,6171.6,low
C00894,2025-09-18,34,North Jill,India,saraherrera@example.org,8,1248.62,low
C00895,2024-11-08,35,Stoutstad,US,vlarson@example.com,41,8892.89,high
C00896,2024-04-14,34,Shawnatown,India,oscar67@example.com,50,12039.87,medium
C00897,2024-09-22,42,Nicoletown,India,qwarren@example.com,50,14945.44,medium
C00898,2025-02-13,22,Johnsonview,US,lgreen@example.org,17,5005.55,low
C00899,2026-01-25,59,South Jamesburgh,US,rasmussenerica@example.org,40,2371.05,high
C00900,2026-02-05,57,Stephanieberg,UAE,pstevens@example.com,50,2934.37,medium
C00901,2025-04-25,20,East Kristine,India,williamdavis@example.org,46,2254.52,high
C00902,2024-11-07,19,Kevinview,US,brandy29@example.com,17,1193.24,high
C00903,2024-08-20,60,Markborough,US,bushbonnie@example.net,1,101.94,high
C00904,2025-02-20,54,Hernandezland,India,jacobrussell@example.com,22,3721.38,medium
C00905,2023-09-18,64,North Sean,India,egardner@example.org,31,5450.88,low
C00906,2024-07-02,70,East Kennethfort,US,nicole08@example.org,25,1568.12,high
C00907,2023-06-19,37,Lake Migueltown,US,sberry@example.org,23,1032.76,high
C00908,2023-12-09,39,Julialand,India,gjohnson@example.org,6,1542.71,medium
C00909,2024-01-03,53,South Andrea,India,lesliekoch@example.org,42,12231.6,high
C00910,2023-09-03,42,Lake Johntown,India,stephenroth@example.org,13,2603.47,medium
C00911,2024-09-24,58,Carolburgh,US,william07@example.net,32,7313.2,low
C00912,2026-01-19,64,Jameshaven,UK,urogers@example.net,3,283.17,medium
C00913,2023-05-25,59,South Tamaramouth,India,linda26@example.net,5,824.57,medium
C00914,2025-09-09,,North Brianfort,India,stephanie86@example.com,2,242.37,high
C00915,2026-02-17,31,East Williamtown,UAE,robertmartin@example.com,3,630.53,medium
C00916,2024-02-23,52,New Lisa,India,jason53@example.com,44,10123.69,low
C00917,2024-03-15,,West Sergio,India,davisjoseph@example.net,5,810.01,low
C00918,2024-03-16,57,Port Juliaburgh,India,amanda04@example.net,31,2961.25,high
C00919,2025-10-14,,Lewisfort,UAE,michellewhitehead@example.com,9,391.4,medium
C00920,2025-01-16,28,Lake Robertostad,UK,walshjennifer@example.org,7,330.88,low
C00921,2024-03-08,69,West Katrina,UK,smithbrian@example.org,8,716.44,low
C00922,2023-08-07,65,East Heather,UAE,clopez@example.com,28,3879.19,low
C00923,2025-04-04,26,Aprilmouth,India,norrisveronica@example.org,44,11256.75,low
C00924,2025-10-05,,New Stephaniemouth,India,huntmartin@example.org,49,5908.71,low
C00925,2024-06-07,44,Port Eric,India,nicholas48@example.com,18,3924.0,high
C00926,2025-08-11,55,Lake Angelaside,India,ssmith@example.org,11,726.11,high
C00927,2026-03-09,28,Kevinbury,India,xgardner@example.org,40,10699.97,low
C00928,2026-01-27,,Katrinabury,India,jason48@example.net,1,220.82,high
C00929,2023-08-04,69,North Andrea,US,sandovalelizabeth@example.com,19,4121.8,low
C00930,2024-06-27,51,Hernandezmouth,US,danny03@example.com,10,1412.48,low
C00931,2026-02-21,56,East Thomas,India,eric49@example.com,40,8945.75,high
C00932,2025-01-18,68,Richardsberg,India,whitethomas@example.net,6,743.52,low
C00933,2023-06-14,25,Mitchellshire,UK,ayalaangela@example.org,36,10574.41,high
C00934,2025-05-26,52,Desireeborough,UK,alan56@example.com,24,2140.91,high
C00935,2024-10-01,21,Lisaburgh,India,nathanielmcintosh@example.org,43,2598.2,low
C00936,2024-05-15,48,Mcdonaldmouth,US,stephenmyers@example.org,44,3414.73,high
C00937,2025-12-04,41,Kennedymouth,India,jbrowning@example.com,3,259.77,medium
C00938,2025-11-10,66,Bennettchester,US,tsanchez@example.com,22,917.31,high
C00939,2024-06-01,29,Shawview,India,vlevine@example.org,4,968.33,medium
C00940,2026-02-23,33,Kristinside,UAE,rsnyder@example.org,33,4953.35,high
C00941,2023-07-30,65,Torresberg,UAE,matthewlloyd@example.org,21,5723.77,low
C00942,2026-03-04,32,North Amy,India,gmichael@example.net,50,4701.1,medium
C00943,2024-09-28,32,Lopezstad,India,roberthenry@example.org,13,2043.18,medium
C00944,2024-10-09,27,West Raymond,India,martinrusso@example.com,4,1122.12,medium
C00945,2024-02-23,26,Sharonchester,US,collinsmichael@example.org,12,2692.22,high
C00946,2025-06-06,30,West Christian,India,fwebb@example.com,23,1479.99,high
C00947,2023-12-22,26,Erikafurt,India,ivanfaulkner@example.com,37,9618.0,medium
C00948,2023-04-28,39,Patelside,India,katherine48@example.net,27,7271.92,high
C00949,2025-02-04,58,Port Jamesburgh,UK,ismith@example.org,11,3019.57,high
C00950,2023-08-09,23,South Dianeshire,US,thomasandersen@example.net,36,9409.78,medium
C00951,2023-08-28,47,Jennyburgh,India,reginamontoya@example.net,14,474.82,medium
C00952,2023-05-03,33,Johnsonshire,India,deborah05@example.net,48,7067.86,low
C00953,2025-01-07,54,New Courtney,India,jray@example.net,38,5426.34,low
C00954,2026-02-27,64,Lake Amy,UK,brittany34@example.org,3,117.23,high
C00955,2025-01-27,69,Port Amyburgh,UAE,frederick50@example.com,26,6545.47,medium
C00956,2024-01-14,53,Montgomeryville,India,ljohnson@example.com,32,6948.9,medium
C00957,2024-02-16,36,Elizabethtown,India,andrewsdavid@example.com,14,2868.08,low
C00958,2023-11-05,37,Lake Douglas,India,mejialoretta@example.com,2,439.78,high
C00959,2024-01-05,47,North Desiree,US,riosshawn@example.com,48,11442.98,high
C00960,2025-01-19,41,Lake Melanie,UAE,calhoundanielle@example.net,26,4039.36,high
C00961,2025-12-08,22,East Erikhaven,US,jordanariel@example.com,1,271.23,medium
C00962,2025-10-16,,Jenniferchester,US,eric77@example.net,34,7931.51,high
C00963,2023-11-18,68,Lake Kathleen,India,ashleygonzalez@example.com,40,9707.07,low
C00964,2026-03-16,65,Brownland,India,beckerelizabeth@example.com,40,6759.15,high
C00965,2023-08-03,25,Kristenton,US,ivanking@example.com,24,3089.03,high
C00966,2026-01-08,29,East Sharonchester,UAE,timothy84@example.net,3,542.62,low
C00967,2023-04-18,31,New Andrehaven,India,kaitlynsmith@example.net,36,10617.77,low
C00968,2025-11-25,48,Matthewfort,UAE,joannharrison@example.net,35,9924.95,high
C00969,2026-02-10,65,West Loriville,India,marksawyer@example.com,45,5243.64,medium
C00970,2024-03-09,35,Lake Lauraberg,India,leah23@example.com,33,1554.62,medium
C00971,2025-02-17,51,East Chasefurt,India,justinsmith@example.net,29,4551.38,high
C00972,2025-11-07,36,East Danielfort,US,brenda93@example.org,44,8696.9,high
C00973,2024-10-13,22,Douglasfurt,India,joseph92@example.com,45,12186.62,medium
C00974,2023-10-16,29,Bryantchester,India,jason97@example.com,6,1732.38,low
C00975,2025-03-16,25,Port Jennifermouth,UAE,campbellkelly@example.net,7,489.63,low
C00976,2023-05-18,58,Hannahstad,India,jaclyn60@example.net,14,1528.18,high
C00977,2024-01-29,48,New Vincentmouth,India,adamspam@example.net,35,5020.23,high
C00978,2023-08-08,,West Troy,India,tammymiller@example.org,42,1973.85,low
C00979,2026-01-07,44,South Jenniferview,UK,emily98@example.org,34,4166.83,high
C00980,2023-09-01,60,Seanville,UAE,afarmer@example.net,21,3636.04,high
C00981,2024-02-05,54,North Edwardtown,India,nlewis@example.com,29,7903.55,medium
C00982,2024-12-25,32,Daviston,US,jasoncole@example.org,11,1434.55,medium
C00983,2024-12-14,27,Mackland,India,teresathomas@example.org,50,5339.16,low
C00984,2025-12-03,63,Shanefurt,UK,justin38@example.com,40,4280.66,low
C00985,2025-10-12,60,Austinville,India,heather03@example.com,46,3382.78,low
C00986,2026-01-04,54,Dawnport,India,andersondeborah@example.net,3,447.12,medium
C00987,2023-12-15,63,Port Danielleview,India,smithscott@example.net,12,2516.39,medium
C00988,2025-11-10,52,Robertbury,India,jjimenez@example.com,10,1740.84,low
C00989,2023-05-11,49,Richardshire,India,millerjennifer@example.org,2,571.81,medium
C00990,2024-06-20,,West Anthonyville,UAE,wcowan@example.net,10,1774.59,high
C00991,2025-02-20,36,Townsendhaven,US,rjames@example.com,22,5982.11,high
C00992,2024-03-28,54,West Hector,UAE,brandonbrown@example.net,43,11818.89,medium
C00993,2024-09-04,64,Rogerberg,US,andres43@example.org,22,6007.04,low
C00994,2025-02-24,37,Gonzalezhaven,India,hillricky@example.net,44,6091.36,low
C00995,2024-05-07,38,Clarkeside,India,omartin@example.org,29,5631.82,low
C00996,2023-10-07,68,Brucehaven,India,qdoyle@example.com,38,3148.04,low
C00997,2025-02-10,61,Davisborough,UAE,lpotts@example.com,35,10099.54,high
C00998,2023-08-18,38,North Christianmouth,UK,jreed@example.com,26,5027.65,low
C00999,2024-03-17,27,Kennedyhaven,UAE,lpratt@example.org,43,11202.67,medium
C01000,2024-01-26,36,Kimfort,India,blairjustin@example.net,25,3121.65,medium
C01001,2024-12-04,64,Tamaraville,US,shannonsimpson@example.com,36,8287.65,medium
C01002,2026-01-24,69,Moorestad,UAE,anne86@example.net,29,8467.92,medium
C01003,2023-04-17,26,Lake Davidtown,UK,hornvernon@example.net,47,8997.8,low
C01004,2025-08-18,51,North Cindyton,India,julie85@example.com,14,669.92,high
C01005,2024-02-25,18,North Jaredshire,US,deniserice@example.com,49,9921.4,medium
C01006,2024-05-30,47,Blackburnton,UAE,delgadomatthew@example.net,27,4950.11,low
C01007,2024-06-04,42,Bobbyhaven,India,chunter@example.net,13,2334.07,low
C01008,2025-05-24,37,North Alanchester,US,grahamgerald@example.net,20,3620.12,medium
C01009,2025-12-07,,Port Jasmineview,India,melanievance@example.org,15,1073.8,medium
C01010,2025-03-27,48,South Alexandrabury,India,irogers@example.org,41,8467.71,medium
